"Semester","Course","Instructor","Question","b","CI_Low","CI_High","Semester_nice","Instructor_nice","Course_nice"
"1","1","1","Overall",0.467549349372048,0.417055071487759,0.518043627256337,"Same","Same Instructor","Same Course"
"1","1","1","Fair",0.43246244566402,0.382505735391165,0.482419155936874,"Same","Same Instructor","Same Course"
"1","1","0","Overall",0.0649100041547118,0.0395526456218662,0.0902673626875574,"Same","Different Instructor","Same Course"
"1","1","0","Fair",0.0563002755354361,0.0308132333223376,0.0817873177485346,"Same","Different Instructor","Same Course"
"1","0","1","Overall",0.0904922613136092,0.031159160944224,0.149825361682994,"Same","Same Instructor","Different Course"
"1","0","1","Fair",0.132800062207156,0.0699235880249578,0.195676536389355,"Same","Same Instructor","Different Course"
"1","0","0","Overall",0.0172322860329596,0.0108284802146729,0.0236360918512463,"Same","Different Instructor","Different Course"
"1","0","0","Fair",0.00891058264534523,0.00232881562866942,0.015492349662021,"Same","Different Instructor","Different Course"
"0","0","0","Overall",-0.000144575950050126,-0.00091901086123914,0.000629858961138889,"Different","Different Instructor","Different Course"
"0","0","0","Fair",-0.000537040329597357,-0.00128281760874804,0.000208736949553327,"Different","Different Instructor","Different Course"
"0","1","0","Overall",0.00557706727208785,0.00272061171999715,0.00843352282417855,"Different","Different Instructor","Same Course"
"0","1","0","Fair",0.00589618389006795,0.00303873988687862,0.00875362789325727,"Different","Different Instructor","Same Course"
"0","0","1","Overall",-0.0570891063559189,-0.0648918368641349,-0.0492863758477029,"Different","Same Instructor","Different Course"
"0","0","1","Fair",-0.0472364198037527,-0.0549586153021916,-0.0395142243053137,"Different","Same Instructor","Different Course"
"0","1","1","Overall",0.0854240046040524,0.0765429836570317,0.094305025551073,"Different","Same Instructor","Same Course"
"0","1","1","Fair",0.0734924297244779,0.0645176978807343,0.0824671615682216,"Different","Same Instructor","Same Course"
